NCMs;CFOPs;Descrição;Monofásico?;Data
 2309-90-10;5102.0;PMA13 - TRINCA FERRO MAMAO MIX 500 GR;Não;09/08/2019
 2309-90-10;5102.0;raçao pinto do sitio triturado pct 5 kg;Não;10/08/2019
 2309-90-10;5102.0;RAÇAO FRANGO DO SITIO MASTER TRIT 20 KG;Não;10/08/2019
 2309-90-10;5102.0;PMA19 - CALOPSITA MIX 500 GR;Não;12/08/2019
 2309-90-10;5102.0;HOT CAT MIX - RAÇAO GRANEL;Não;17/08/2019
 2309-90-10;5102.0;PEDIGREE RMG EQULIBRIO NATURAL - RAÇAO GRANEL;Não;17/08/2019
 2309-90-10;5405.0;VITAMINA VERMELHA  500g   PENA DE OURO;Não;19/08/2019
 2309-90-10;5102.0;HOT CAT PEIXE KG;Não;19/08/2019
 2309-90-10;5102.0;CAT MIX - RAÇAO GRANEL;Não;19/08/2019
 2309-90-10;5102.0;PMA07 - TRINCA FERRO BANANA MIX 500 GR;Não;20/08/2019
 2309-90-10;5102.0;WHISKAS SACHE AD CARNE 85G;Não;21/08/2019
 2309-90-10;5102.0;SPECIAL DOG CARNE 20KG - 2G;Não;21/08/2019
 2309-90-10;5102.0;RAÇAO SPECIAL DOG RAÇAS PEQ. JR 3KG;Não;21/08/2019
 2309-90-10;5102.0;RAÇAO PEDIGREE NUTRICAÇO ESSENCIAL AD SC 8 KG;Não;04/09/2019
 2309-90-10;5102.0;RAÇAO SPECIAL CAT PEIXE ADULTOS 20 KG;Não;09/09/2019
 2309-90-10;5102.0;PMA57 - NATURAL PASSAROS FRUTAS 500 GR;Não;11/09/2019
 2309-90-10;5102.0;CAT PRIME CASTRADOS - RAÇAO GRANEL;Não;17/09/2019
 2309-90-10;5102.0;DOG JUNIOR VEGETAIS - RAÇAO GRANEL;Não;20/09/2019
 2309-90-10;5102.0;RAÇAO FRANGO DO SITIO MASTER TRIT. PCT 5 KG;Não;26/09/2019
 2309-90-10;5102.0;RACAO FRANGO INICIAL T 20 KG TOTAL;Não;26/09/2019
 2309-90-10;5102.0;JUNIOR RAÇAS PEQ. - RAÇAO GRANEL;Não;04/10/2019
 2309-90-10;5102.0;CAT FILHOTES - RAÇAO GRANEL;Não;04/10/2019
 2309-90-10;5102.0;MASTERFOS 45 SC 25 KG - GADO CORTE;Não;07/10/2019
 2309-90-10;5102.0;RAÇAO SPECIAL DOG JUNIOR 15KG;Não;08/10/2019
 2309-90-10;5102.0;RAÇAO SPECIAL DOG RAÇAS PEQ. ADULTOS 20 KG;Não;14/10/2019
 2309-90-10;5102.0;LIGHT SPECIAJ DOG - RAÇAO GRANEL;Não;16/10/2019
 2309-90-10;5102.0;RAÇAO COELHO PCT 5 KG MASTER;Não;17/10/2019
 2309-90-10;5102.0;RAÇAO SPECIAL CAT CARNE ADULTOS 20 KG;Não;17/10/2019
 2309-90-10;5102.0;FRANGO CRESCIMENTO TR - RAÇAO GRANEL;Não;24/10/2019
 2309-90-10;5102.0;PINTO CORTE INICIAL - RAÇAO GRANEL;Não;28/10/2019
 2309-90-10;5102.0;MISTURA PARA CALOPSITA E AGAPORNIS 500 GR;Não;01/11/2019
 2309-90-10;5102.0;PEDIGREE SACHE AD RAÇA PEQ FRANGO 100 GR;Não;07/11/2019
 2309-90-10;5102.0;RAÇAO FAVORITO COM FRUTAS - 500 GR;Não;13/11/2019
 2309-90-10;5102.0;PEDIGREE SACHE AD RAÇA PEQ CARNE  100g;Não;13/11/2019
 2309-90-10;5102.0;PEDIGREE EQN FILHOTE - RAÇAO GRANEL;Não;18/11/2019
 2309-90-10;5102.0;KITEKAT CARNE/PEIXE - RAÇAO GRANEL;Não;19/11/2019
 2309-90-10;5102.0;WHISKAS PEIXE - RAÇAO GRANEL;Não;19/11/2019
 2309-90-10;5102.0;QUATREE GOURMET ADULTOS RMG SEM CORANTES KG;Não;21/11/2019
 2309-90-10;5102.0;PEDIGREE EQN RAÇAS PEQUENAS - RAÇAO GRANEL;Não;25/11/2019
 2309-90-10;5102.0;WHISKAS AD  SALMAO 85 GR;Não;12/12/2019
 2309-90-10;5102.0;RAÇAO CODORNA SITIO MASTER PCT 5 KG;Não;31/12/2019
 2309-90-10;5102.0;SAL 25 KG;Não;10/01/2020
 2309-90-10;5102.0;RACAO FRANGO DO SITIO T. 20KG MASTER;Não;14/01/2020
 2309-90-90;5102.0;SNACK FRANGO 60 GR;Não;05/09/2019
 2309-90-90;5102.0;SNACK CARNE 60 GR;Não;09/09/2019
 2309-90-90;5102.0;AVESIL CALCIO 30ML;Não;12/09/2019
 2309-90-90;5102.0;VITA GOLD POTENCIADO 50ml   FABIANI;Não;17/09/2019
 2309-90-90;5102.0;BIOTRIN VET  ADE  20ml   VETBRAS;Não;24/10/2019
 2309-90-90;5102.0;BIOTRIN VET  COMP. VITAMINICO  20ml   VETBRAS;Não;24/10/2019
 2504-10-00;5405.0;GRAFITE PO 25 GR   EMAVI;Não;11/11/2019
 2508-30-00;5102.0;RACAO PIXARRO PIMENTA 500G;Não;02/11/2019
 2520-20-90;5405.0;GESSO RAPIDO  1KG;Não;30/08/2019
 2522-20-00;5405.0;CAL HIDRATADA P/ MASSA  CH III  SC 20KG;Não;09/08/2019
 2522-20-00;5102.0;CAL HIDRATADA P MASSA CH III SC 20KG;Não;30/08/2019
 2522-20-00;5405.0;CAL HIDRATADA P/PISCINA;Não;25/11/2019
 2523-29-90;5102.0;CIMENTO CP III RS 40 CSN;Não;01/08/2019
 2710-12-30;5102.0;AGUARRAZ 900ML EUCATEX - 485020029;Não;26/09/2019
 2710-12-30;5405.0;AGUARRAS (EUCATEX RAZ)  900ml   EUCATEX;Não;05/10/2019
 2710-19-19;5405.0;QUEROSENE  900ml;Não;25/09/2019
 2710-19-31;5405.0;DIMEC - OLEO MULTIUSO  100ml;Não;28/12/2019
 2710-19-31;5102.0;DIMEC - OLEO MULTIUSO 100ml;Não;06/01/2020
 2710-19-32;5102.0;UNIX CORRENTE MOTOSSERA LITRO;Não;20/08/2019
 2710-19-32;5102.0;OLEO LUBRIFICANTE SAE90  1 LT;Não;02/09/2019
 2710-19-32;5102.0;GRAXA LUBRIFICANTE DIMEC 220 GR;Não;03/09/2019
 2710-19-32;5102.0;OLEO LUBRIF, GEAR HIPOIDE API GL-E SAE 140 1 lt;Não;27/09/2019
 2710-19-32;5102.0;OLEO ELAION PERFORMANCE 20W-50 1 LT;Não;05/11/2019
 2710-19-32;5102.0;UNIX DT 200 ML;Não;07/12/2019
 2710-19-99;5102.0;GRAXA GRAFITADA 80G CORRENTE MOTO;Sim;26/08/2019
 2815-11-00;5102.0;SODA CAUSTICA START  1 KG;Não;19/08/2019
 2821-10-11;5405.0;XADREZ PIGMENTO PO VERMELHO  250g   LANXESS;Não;08/01/2020
 2821-10-30;5102.0;XADREZ PIGMENTO PO AMARELO 250g LANXESS;Não;15/09/2019
 2821-10-30;5405.0;XADREZ PIGMENTO PO AMARELO  250g   LANXESS;Não;01/11/2019
 2828-90-11;5102.0;AGUA SANITARIA 1 LT   START;Não;01/08/2019
 2828-90-11;5102.0;TIRA LIMO AZULIM SPRAY 500 ML;Não;15/08/2019
 2828-90-11;5102.0;AGUA SANITARIA 2 LTS START;Não;31/08/2019
 2828-90-11;5102.0;CLORO LIQUIDO (HIPOCLORITO DE SODIO);Não;25/09/2019
 2828-90-11;5102.0;AGUA SANITARIA  2 LTS   START;Não;27/09/2019
 2828-90-11;5405.0;TIRA LIMO AZULIM C/CLORO ATIVO 550 ml;Não;05/10/2019
 2828-90-11;5102.0;CLORO VIDA FLORAL ALVEJANTE PERFUMADO  1LT   START;Não;17/12/2019
 2833-22-00;5102.0;SULFATO ALUMINIO;Não;01/11/2019
 2836-30-00;5405.0;BICARBONATO SODIO - GRANEL;Não;11/10/2019
 2849-10-00;5405.0;CARBURETO (AMADURECEDOR DE FRUTAS) KG;Não;22/10/2019
 2926-90-23;5102.0;SABONETE ANTIPULGA C/GLICERINA 80 GR;Não;10/09/2019
 2941-90-43;5102.0;TOPMAST 10 ml;Não;28/11/2019
 3001-20-90;5102.0;PLACENTINA 10 ML;Sim;24/12/2019
 3001-90-21;5102.0;UNGUENTO  50g   FAGRA;Não;10/10/2019
 3002-12-11;5102.0;SORO ANTIOFIDICO PLIV. LIOFILIZADO - KIT;Sim;31/10/2019
 3002-12-16;5102.0;SORO ANTITETANICO 5000UI  5ml   LEMA;Sim;15/08/2019
 3002-90-91;5405.0;SHAMPOO SANOL ANTIPULGAS  500ml;Não;06/08/2019
 3003-39-22;5102.0;OCITOMEVE - OCITOCINA SINTETICA INJ. 100 ML;Sim;17/09/2019
 3003-90-31;5102.0;SHAMPOO CONDICIONADOR ANTI-PULGAS 3X1 500ML;Não;01/10/2019
 3003-90-99;5102.0;RUMIVET ORAL 100 ML;Sim;07/10/2019
 3004-10-15;5102.0;AGROSIL 5 MEGA VANSIL;Sim;01/08/2019
 3004-10-15;5102.0;AGROSIL 5 MEGA   VANSIL;Sim;28/09/2019
 3004-10-15;5102.0;PENCIL PRONTO 50 ML;Sim;04/11/2019
 3004-10-15;5102.0;AGROSIL PPU INJETAVEL  50ml   VANSIL;Sim;20/11/2019
 3004-10-19;5102.0;AGROVET PLUS  50ml;Sim;15/10/2019
 3004-20-61;5102.0;MASTIZONE VACA LACTAÇAO  10g   UCB;Sim;11/09/2019
 3004-20-61;5102.0;MASTIZONE VACA LACTACAO 10g UCB;Sim;28/10/2019
 3004-20-61;5102.0;MASTIZONE VS INTRAMAMARIO;Sim;27/11/2019
 3004-20-61;5102.0;MASTIFIN 10 ML;Sim;28/11/2019
 3004-20-99;5102.0;TRIBRISSEN 50 ML;Sim;01/08/2019
 3004-20-99;5102.0;TERRAMICINA  AG 77 PO SOLUVEL 100 GRS;Sim;06/08/2019
 3004-20-99;5102.0;PENTABIOTICO PEQUENO PORTE 1.200.000 UI;Sim;08/08/2019
 3004-20-99;5102.0;TRIBRISSEN INJETAVEL 15 ML;Sim;13/08/2019
 3004-20-99;5102.0;TERRAMICINA LA INJETAVEL 50 ML;Sim;14/08/2019
 3004-20-99;5102.0;TERRAMICINA LA INJETAVEL 20 ML;Sim;15/08/2019
 3004-20-99;5102.0;TERRA CORTRIL SPRAY 125 ML;Sim;18/09/2019
 3004-20-99;5102.0;CANTO LINDO ANTIBIOTICO 20 ml;Sim;18/09/2019
 3004-20-99;5102.0;FORTBIOTICO PLUS SUPERFORTE UCB;Sim;12/12/2019
 3004-32-10;5102.0;NAQUASONE INJETAVEL 10 ML;Não;06/11/2019
 3004-39-22;5102.0;AEROCID PRATA SPRAY 500 ML;Não;05/10/2019
 3004-39-39;5405.0;ANTICION C/ SERINGA;Sim;02/08/2019
 3004-39-39;5102.0;ANTICION AMPOLA 1ML DOSE UN;Sim;11/11/2019
 3004-49-90;5102.0;THUYA AVICOLA SIMOES ORAL 20 ML;Sim;05/08/2019
 3004-49-90;5102.0;THUYA AVICOLA SIMOES ORAL 90 ML;Sim;17/08/2019
 3004-49-90;5102.0;CANTO LINDO VERMIFUGO 15ML;Sim;12/09/2019
 3004-49-90;5405.0;THUYA  AVICOLA  SIMOES 50 ML;Sim;21/10/2019
 3004-50-40;5102.0;VIT ADE 50 ML - CALBOS;Sim;27/09/2019
 3004-50-40;5102.0;VIT ADE 200ML CALBOS;Sim;07/10/2019
 3004-50-90;5102.0;CEF 50 MG INJ. 100 ML;Sim;10/08/2019
 3004-50-90;5102.0;SANAGOGO 20ml;Sim;17/08/2019
 3004-50-90;5102.0;HERTAVITA 500 ML;Sim;17/08/2019
 3004-50-90;5102.0;ANTITOXICO UCB INJETAVEL 100 ML;Sim;15/09/2019
 3004-50-90;5102.0;MERCEPTON ANTITOXICO INJETAVEL  20 ML;Sim;23/09/2019
 3004-50-90;5102.0;MOD PLUS TONICO REVIGORANTE 100 ML INJ;Sim;27/09/2019
 3004-50-90;5102.0;MONOVIN K 20 ML;Sim;04/10/2019
 3004-50-90;5102.0;MERCEPTON ANTITOXICO INJETAVEL 100 ML;Sim;07/10/2019
 3004-50-90;5102.0;DETOX 100ML;Sim;08/11/2019
 3004-50-90;5102.0;ROBOFORTE 100 ml;Sim;02/01/2020
 3004-90-23;5102.0;SUPER CALCIO REFORÇADO 200 ML;Sim;17/08/2019
 3004-90-24;5102.0;CALMINEX POMADA 100 GRS;Sim;11/10/2019
 3004-90-24;5102.0;NGF-5  100g   MARCOLAB;Sim;27/01/2020
 3004-90-43;5102.0;ANESTESICO BRAVET 50 ML;Sim;21/08/2019
 3004-90-43;5102.0;ANESTEX INJETAVEL FAGRA  50ml;Sim;29/09/2019
 3004-90-43;5102.0;ANESTEX INJETAVEL FAGRA 50ml;Sim;01/10/2019
 3004-90-46;5102.0;ACIENDEL PLUS POUR-ON 1000 ML;Não;14/12/2019
 3004-90-59;5102.0;DECTOMAX INJETAVEL A 1% 050 ML;Sim;15/08/2019
 3004-90-59;5102.0;HORSENOX;Sim;03/09/2019
 3004-90-59;5102.0;IVERGEN GEL EQUINOS 12G;Sim;14/09/2019
 3004-90-59;5102.0;IVOMEC INJETAVEL 050 ML;Sim;20/09/2019
 3004-90-59;5102.0;IVOMEC INJETAVEL 500 ML;Sim;07/10/2019
 3004-90-59;5102.0;WORMEK 500 ML   FAGRA;Sim;11/11/2019
 3004-90-59;5102.0;WORMEK 50 ML   FAGRA;Sim;03/12/2019
 3004-90-59;5102.0;IVOMEC GOLD INJETAVEL 050 ML;Sim;16/01/2020
 3004-90-59;5102.0;PHENODRAL INJETAVEL 15 ML;Sim;22/01/2020
 3004-90-62;5102.0;HIPOFEN PASTA ORAL P/EQUINOS 20 GR;Sim;01/11/2019
 3004-90-63;5102.0;VERMIVET PLUS 660 MG P/CAES 4 COMPRIMIDO;Sim;05/08/2019
 3004-90-63;5102.0;VERMIVET COMPOSTO 4 COMP;Sim;09/08/2019
 3004-90-67;5102.0;PROVERME VERMIFUGO PO 28 GR;Sim;14/08/2019
 3004-90-67;5102.0;CHEMITRIL INJETAVEL 10% 10ml;Sim;18/12/2019
 3004-90-69;5102.0;FLUNAMINE INJETAVEL 10 ML;Sim;04/09/2019
 3004-90-69;5102.0;CAPSTAR 57MG 1 COMP. GTIN;Sim;04/10/2019
 3004-90-69;5102.0;CAPSTAR 11,4MG 1 COMP. SEM GTIN;Sim;12/10/2019
 3004-90-69;5102.0;CAPSTAR 57MG COM 6 COMP. GTIN;Sim;29/11/2019
 3004-90-69;5102.0;CAPSTAR 11,4MG COM 6 COMP. GTIN;Sim;07/12/2019
 3004-90-69;5102.0;FLUNAMINE INJ 50 ML;Sim;02/01/2020
 3004-90-72;5102.0;TRISSULFIN PO 100g   OUROFINO;Sim;04/09/2019
 3004-90-96;5102.0;FERRODEX 50 ML;Sim;04/01/2020
 3004-90-99;5102.0;BANAMINE INJETAVEL 10 ML;Sim;01/08/2019
 3004-90-99;5102.0;CALFON 200 ML;Sim;03/08/2019
 3004-90-99;5102.0;BIOXAN COMPOSTO  500ml   VALLEE;Sim;03/08/2019
 3004-90-99;5102.0;BEROSEG 7 INJETAVEL 30 ml CHEMITEC;Sim;17/08/2019
 3004-90-99;5102.0;AZIUM SOLUÇAO 10 ML;Sim;26/08/2019
 3004-90-99;5102.0;IMIZOL INJETAVEL 15ML;Sim;30/08/2019
 3004-90-99;5102.0;FERRON B12  50ml   CALBOS;Sim;27/09/2019
 3004-90-99;5102.0;OLEO CANFORADO UCB  20ml;Sim;27/09/2019
 3004-90-99;5102.0;AZIUM SOLUCAO 10 ML;Sim;01/10/2019
 3004-90-99;5102.0;PENTABIOTICO VETERINARIO 2.400.000;Sim;18/10/2019
 3004-90-99;5102.0;BIOXAN COMPOSTO 500ml VALLEE;Sim;24/10/2019
 3004-90-99;5102.0;CHEMITRIL INJETAVEL 10% 50ml;Sim;25/10/2019
 3004-90-99;5102.0;VALLEECALCIO GLICOSADO 500ML;Sim;25/11/2019
 3004-90-99;5102.0;GANADOL BISNAGA 50 GRS;Sim;18/12/2019
 3004-90-99;5102.0;EQUIPALAZONE INJETAVEL  100 ML;Sim;20/01/2020
 3004-90-99;5102.0;FORMOPED 400 ML;Sim;20/01/2020
 3204-14-00;5102.0;TINGECOR 40 GR 16-AZUL MARINHO   GUARANY;Não;29/11/2019
 3204-14-00;5102.0;TINGECOR CORANTE GUARANY MARAVILHA;Não;29/11/2019
 3204-14-00;5102.0;TINGECOR CORANTE GUARANY PRETO;Não;30/12/2019
 3204-17-00;5405.0;XADREZ CORANTE LIQUIDO 50ml PRETO;Não;05/08/2019
 3204-17-00;5102.0;XADREZ CORANTE LIQUIDO 50ml AZUL;Não;16/08/2019
 3204-17-00;5405.0;XADREZ CORANTE LIQUIDO 50ml LARANJA;Não;27/08/2019
 3204-17-00;5405.0;XADREZ CORANTE LIQUIDO 50ml VERMELHO;Não;09/09/2019
 3204-17-00;5405.0;XADREZ CORANTE LIQUIDO 50ml AMARELO;Não;15/09/2019
 3204-17-00;5405.0;XADREZ CORANTE LIQUIDO 50ml OCRE;Não;02/11/2019
 3204-17-00;5405.0;ADAPTADOR CURTO SOLD C/ROSCA 50mm X 1 1/2;Não;14/11/2019
 3204-17-00;5405.0;XADREZ CORANTE LIQUIDO 50ml VERDE;Não;11/12/2019
 3208-10-10;5102.0;ESMALTE SINTETICO HIDRACOR 1/32 BRANCO;Não;03/08/2019
 3208-10-10;5102.0;TINTA ESMALTE SINT 1/16 225 ML PRETO UNIVERSO;Não;27/08/2019
 3208-10-10;5102.0;ESMALTE SINTETICO HIDRACOR 900 ML BRANCO;Não;29/08/2019
 3208-10-10;5102.0;ESMALTE SINTETICO HIDRACOR 900 ML AMARELO;Não;31/08/2019
 3208-10-10;5102.0;ESMALTE SINTETICO HIDRACOR 900 ML PRETO BR;Não;04/09/2019
 3208-10-10;5102.0;ESMALTE SINTETICO HIDRACOR 1/32 VERMELHO;Não;21/10/2019
 3208-10-10;5405.0;TINTA ESM. SINT.BR AZUL DEL REY 900 ML GLASUR;Não;22/10/2019
 3208-10-10;5102.0;ESMALTE SINTETICO HIDRACOR 900 ML VERMELHO;Não;26/10/2019
 3208-10-10;5102.0;ESMALTE SINTETICO HIDRACOR 900 ML TABACO;Não;03/12/2019
 3208-10-20;5405.0;VERNIZ COPAL INCOLOR 900ml   SUVINIL;Não;05/08/2019
 3208-10-20;5405.0;VERNIZ MARITIMO BRILHANTE 900ml   SUVINIL;Não;15/08/2019
 3208-10-20;5102.0;VERNIZ MARITIMO 3.6L EUCATEX BRILHANTE  - 900193.0;Não;10/01/2020
 3208-20-11;5102.0;TINTA SPRAY OPER PRETO FOSCO 400 ML;Não;23/08/2019
 3208-20-11;5102.0;TINTA SPRAY PRETO BR 400 M. ECO;Não;31/08/2019
 3208-20-11;5405.0;TINTA SPRAY BRANCO BR 400ml   ECO;Não;23/09/2019
 3208-20-11;5102.0;TINTA SPRAY EUCATEX MULTIUSO PRETO FOSCO 400 ML;Não;22/10/2019
 3208-20-11;5405.0;TINTA SPRAY BRANCO FOSCO 400ml   ECO;Não;25/10/2019
 3208-20-11;5102.0;TINTA SPRAY EUCATEX MULTIUSO BRANCO BR 400 ML;Não;31/10/2019
 3208-20-11;5102.0;TINTA SPRAY EUCATEX MULTIUSO VERMELHO 400 ML;Não;07/11/2019
 3208-20-11;5405.0;TINTA SPRAY BRANCO 220G ORBI;Não;22/11/2019
 3208-20-11;5102.0;TINTA SPRAY EUCATEX MUILTIUSO ALUMINIO 400 ML;Não;14/12/2019
 3208-20-11;5102.0;TINTA SPRAY EUCATEX MULTIUSO 400 ML PRETO BR;Não;23/12/2019
 3208-20-11;5102.0;TINTA SPRAY OPER BCO FOSCO 400ML;Não;06/01/2020
 3208-20-19;5102.0;TINTA SPRAY TEKBOND AZUL 350ML/250G;Não;26/08/2019
 3208-20-19;5102.0;TINTA SPRAY TEKBOND ALUMINO 350ML/250G;Não;11/09/2019
 3208-90-10;5102.0;SPRAY COLORGET CROMADO 300 ML;Não;17/08/2019
 3208-90-10;5102.0;TINTA ESM.SINT. VDE FOLHA 225 ML;Não;08/01/2020
 3209-10-10;5102.0;TINTA ACRILICA EUROPA BRANCO NEVE 18 LT;Não;02/08/2019
 3209-10-10;5405.0;TINTA SPRAY AMARELO 400ml   SUVINIL;Não;08/08/2019
 3209-10-10;5102.0;TINTA ACRILICA PAREDE 18 LTS BCO NEVE DACAR;Não;16/08/2019
 3209-10-10;5405.0;TINTA ACRILICA PAREDE 18 LTS BCO NEVE   DACAR;Não;21/10/2019
 3209-10-10;5102.0;TINTA LATEX ACRILICO EUCALAR 3,6 Lts BRANCO;Não;26/10/2019
 3209-10-10;5102.0;TINTA LATEX ACRILICO EUCALAR 18 Lts BRANCO;Não;27/11/2019
 3209-10-10;5405.0;TINTA ACRILICA BRANCO NEVE 3,6LTS   GLASURIT;Não;20/12/2019
 3214-10-10;5405.0;MASSA PLASTICA  BRANCA 400g IBERE;Não;06/08/2019
 3214-10-10;5102.0;DUREPOXI 100g ALBA;Não;13/08/2019
 3214-10-10;5405.0;SILICONE INCOLOR  50g;Não;13/08/2019
 3214-10-10;5405.0;MASSA PLASTICA  CINZA 400g IBERE;Não;13/08/2019
 3214-10-10;5102.0;SILICONE FLEXITE USO GERAL 252g;Não;30/08/2019
 3214-10-10;5102.0;SILICONE ACETICO INCOLOR 240G UNIPEGA;Não;16/11/2019
 3214-10-10;5102.0;POLYEPOX PULVITEC 50 GR;Não;03/01/2020
 3214-10-20;5405.0;MASSA CORRIDA SUV. PVA  3,6;Não;11/09/2019
 3214-10-20;5405.0;MASSA CORRIDA PVA 0,9 LTS   SUVINIL;Não;13/12/2019
 3214-90-00;5405.0;ARGAMASSA COLANTE AC-I CINZA  20KG   PRECON;Não;08/08/2019
 3214-90-00;5405.0;REJUNTE ARGATEX CINZA  ESCURO 1 KG;Não;19/08/2019
 3214-90-00;5405.0;MASSA PLASTICA  400g CINZA REAL;Não;02/10/2019
 3214-90-00;5405.0;REJUNTE ARGATEX CINZA PLATINA 1 KG;Não;22/10/2019
 3214-90-00;5405.0;MASSA PLASTICA 400gr BRANCA REAL;Não;06/11/2019
 3214-90-00;5405.0;REJUNTE FLEXIVEL 1 KG  PESSEGO   PRECON;Não;25/11/2019
 3214-90-00;5102.0;MASSA PLASTICA 400 G PRETA REAL;Não;25/11/2019
 3301-29-90;5102.0;AROMATIZANTE GEL MISTO 60G;Não;28/08/2019
 3401-11-10;5405.0;SABONETE SARNICIDA MATACURA;Não;15/10/2019
 3401-19-00;5405.0;SABAO BARRA ESTRELA GLICERINADO 5x200;Não;12/11/2019
 3401-20-90;5102.0;SABAO PO CORES FIRMES TUFF  1 KG   START;Não;12/11/2019
 3401-20-90;5405.0;SABONETE CAO FIEL  90g ANTIS. E BACTERIC.;Não;16/12/2019
 3401-30-00;5102.0;SABONETE LIQ MORANGO CMERENGUE 500ml START;Não;09/08/2019
 3401-30-00;5102.0;SABONETE LIQ. MORANGO C/MERENGUE  500ml   START;Não;18/09/2019
 3402-20-00;5102.0;DIABO VERDE DESENTUP. PIAS/RALOS  300 GR;Não;01/08/2019
 3402-20-00;5102.0;MULTIUSO UAU PERF ROSAS E SUDUÇAO;Não;12/11/2019
 3402-20-00;5102.0;TUFF COCO LAVA ROUPAS FINAS DELICADAS 1 LT START;Não;30/01/2020
 3402-90-39;5102.0;LIMPADOR PERFUMADO AZULIM CARINHO  500ml   START;Não;01/08/2019
 3402-90-39;5102.0;AZULIM MULTIUSO ACAO CLAREADORA CBICARBONATO 500m;Não;13/08/2019
 3402-90-39;5405.0;LIMPA VIDROS AZULIM 500 ml;Não;15/08/2019
 3402-90-39;5102.0;LIMPA ALUMINIO ALUMIL 500 ML VERDE LIMAO;Não;21/08/2019
 3402-90-39;5102.0;AZULIM MULTIUSO AÇAO CLAREADORA C/BICARBONATO 500m;Não;05/09/2019
 3402-90-39;5102.0;MULTIUSO AZULIM ORIGINAL USO DIARIO 550 ml;Não;12/09/2019
